"last_name, first_name","pitcher","ff_avg_spin","si_avg_spin","fc_avg_spin","sl_avg_spin","ch_avg_spin","cu_avg_spin","fs_avg_spin","kn_avg_spin","st_avg_spin","sv_avg_spin"
"Woodford, Jake","663765","2209","2025",,"2589","1401","2541",,,"2507",
"Peralta, Wily","503449","1954","1870",,"2257",,,"1165",,,
"Gibaut, Ian","664139","2273",,"2357","2506","1894",,,,"2487",
"Barnes, Matt","598264","2249",,,,"2064","2049","2029",,,
"Howard, Spencer","675921","2144",,,"2162","1471","1934",,,,
"Quijada, José","650671","2206",,,"2525","1649",,,,,
"Assad, Javier","665871","2211","1985","2134","2267","1510","2432",,,"2314",
"Cuas, Jose","621016","1717","2471",,"2669","1722",,,,,
"Gutierrez, Vladimir","661269","2140",,,"2490","1737","2555",,,,
"Thompson, Ryan","657044","2149","1987","2167","2147","745",,,,,
"Chapman, Aroldis","547973","2362","2435",,"2282",,,"835",,,
"Arano, Víctor","644364","2269","2120",,"2511",,,,,,
"Graterol, Brusdar","660813","2103","2048","2321","2533",,,,,,
"Blach, Ty","621389",,"2185","2357",,"1898","2387",,,,
"Morán, Jovani","663558","2225",,,"2623","1809","2565",,,,
"Danish, Tyler","641501","1884","1802",,"2291","1424","1994",,,"2412",
"Thornton, Trent","663423","2431","2263",,"2705",,"3028",,,"2923",
"Flaherty, Jack","656427","2286","2009","2279","2435","1847","2396",,,,
"Fleming, Josh","676596",,"1761","1897",,"1691","1846",,,,
"Sánchez, Cristopher","650911","1724","2064",,"1912","1914",,,,,
"Harvey, Hunter","640451","2029",,,"2340",,"1997","1002",,,
"Swarmer, Matt","664161","1989",,,"2194","1468",,,,,
"Warren, Art","605521","2251","2134",,"2513",,,,,,
"Koenig, Jared","657649","2148","2142",,"2124","1621","2211",,,,
"Liberatore, Matthew","669461","2112","2045",,"2573","1527","2737",,,,
"Moronta, Reyes","606625","2351",,,"2491","1943",,,,,
"Peters, Dillon","596071","2306","2191",,"2377","1543","2906",,,,
"Brazobán, Huascar","623211","2233","2275","2363",,"1840",,,,,
"McGee, Jake","459429","2079","2072",,"1842",,,,,,
"Ramírez, Yohan","670990","2235","2234",,,,,,,"2375",
"Sulser, Cole","642121","2235",,,"2274","1512","2375",,,,
"Moreta, Dauri","664294","2266",,,"1996","1810",,,,,
"Jefferies, Daulton","641726","2133","2046","2161","2368","1502",,,,,
"Strzelecki, Peter","657265","2416",,,,"1746",,,,"2974",
"Sands, Cole","663485","2221","2259","2375",,"2057","2812","1285",,,
"Price, David","456034","1896","1877","1954",,"1627","2224",,,,
"Nelson, Kyle","669459","2148",,"1991","2573",,"2415",,,"2538",
"Martinez, Seth","661527","2192","2141","2436",,"1719",,,,"2467",
"Waldichuk, Ken","686610","2335",,,,"1649","2059",,,"2289",
"Lamet, Dinelson","659275","2403","2400",,"2422","2029",,,,,
"Snider, Collin","676092",,"2428",,"2676","2259",,,,,
"Baumann, Mike","657508","2195",,,"2314","1894","2215",,,,
"Ferguson, Caleb","657571","2319",,,,,"3084",,,,
"Castano, Daniel","641447","2246","2164","2388","2437","1769",,,,,
"Thompson, Zack","668868","2002","2002",,"2107","1464","2811",,,,
"McCarty, Kirk","668948","2311",,"2416","2466","1610","2714",,,,
"Ortega, Oliver","661383","2296","2254",,,,"2307",,,"2431",
"Gilbert, Tyler","656457","2106","2019","2219",,,"2497","1431",,,
"Naughton, Packy","676050","2079","2020",,"2350","1428",,,,,
"Miley, Wade","489119","2264","2047","2284","2345","1835","2438",,,,
"Wentz, Joey","666214","2273",,"2295",,"2085","2291",,,,
"Barlow, Joe","669618","2332","2309",,"2285",,"2458",,,,
"Newcomb, Sean","656794","2351",,"2625","2707","1272","2808",,,,
"Banda, Anthony","607455","2126","2053",,"1957","1748","2000",,,,
"Head, Louis","545343","2173",,,"2624","1472",,,,,
"Morejon, Adrian","670970","2498",,,"2655",,"2534",,"859","2569",
"Dunn, Justin","643290","2227",,,"2358","1645","2365",,,,
"Jiménez, Dany","666204","2216",,"2150","2360",,,,,,
"Pop, Zach","647315",,"2069",,"2406","1927",,,,,
"Rodríguez, Elvin","660730","2417","2337","2332","2429","2096","2654",,,"2453",
"Ort, Kaleb","672391","2177",,,,"1891",,,,"2378",
"Rainey, Tanner","663432","2432","1360",,"2383","1119",,,,,
"Castro, Miguel","612434","2201","2116",,"2821","1822",,,,,
"Garza Jr., Ralph","621248","2248","2163","2247","2367","1705","2495",,,,
"Hernández, Jonathan","642546",,"2237",,"2520","2181",,,,,
"Mills, Wyatt","670090","2044","1868",,"2353",,,,,,
"Silseth, Chase","681217","2354","2202","2714","2575",,"2677","1296",,,
"Wesneski, Hayden","669713","2153","2043","2398",,"1545",,,,"2566",
"Anderson, Chase","502624","2163","2167","2327","2302","2274","2201",,,"2295",
"Wendelken, J.B.","605525","2442","2256",,"2660","1628","2576",,,,
"McFarland, T.J.","519008","1954","1939",,"2257","1623",,,,"2317",
"Wittgren, Nick","621295","2034","2070","2241","2324","1727",,,,,
"Ginkel, Kevin","656464","2352",,,"2168","1826",,,,,
"Shreve, Chasen","592741","2338",,,"2272",,,"989",,,
"May, Dustin","669160","2356","2328","2462","3048","1929",,,,"3276",
"Hjelle, Sean","663546","2079","1978",,,"1758","1879",,,,
"Grove, Michael","675627","2182",,,"2274",,"2559",,,,
"Yajure, Miguel","664337","2327","2106","2375","2127","1523","2666",,,,
"Detwiler, Ross","446321","2244","2073","2150",,"1468","2141",,,,
"Overton, Connor","656818","2227","2118","2241","2438","1712","1947",,,"2471",
"Almonte, Yency","622075","2166","2131",,,"1834",,,,"2464",
"Gustave, Jandel","594311","2485","2379",,"2379",,,,,,
"May, Trevor","543507","2295",,,"2425","1696",,"1113",,,
"Misiewicz, Anthony","664948","2122",,"2416","2708",,"2855",,,,
"Uelmen, Erich","657272","2148","2010",,"2433","1956",,,,,
"Kelley, Trevor","665001","2222","1910",,"2462","1916","2550",,,,
"Bummer, Aaron","607481","2130","2061","2385",,"1926",,,,"2488",
"Stout, Eric","657770","2256",,,,"1498","2445",,,"2480",
"Smith, Joe","501925","2053","1895",,"2223",,,,,,
"De los Santos, Yerry","660787","2226","2197",,"2185","2059",,,,,
"Poteet, Cody","547001","2343","2172",,"2810","1984","2796",,,"2884",
"Vespi, Nick","663989",,,"2264","2551",,"2421",,,,
"Young, Alex","622065","2316","2324",,"2311","1486","2298",,,,
"Baz, Shane","669358","2429",,,"2541","2009","2744",,,,
"Poppen, Sean","664092","2152","2087","2465","2277","1860",,,,,
"Faucher, Calvin","676534","2261",,,,,"2925",,,"2780",
"Holderman, Colin","670059","2230","2174","2405","2455","1899",,,,,
"Toussaint, Touki","657053","2250","2203",,,,"2410","1568",,,
"Cisnero, José","542585","2457","2248","2477","2631","1761",,,,,
"Martin, Corbin","656686","2304",,,"2295","1987","2451",,,,
"Robles, Hansel","570663","2308","2256",,"2287","1607",,,,,
"Rogers, Josh","642028","2100","2117",,"2210","1509",,,,"2206",
"VerHagen, Drew","572403","2374","2369","2347",,"1686","2216",,,"2312",
"Sborz, Josh","622250","2337",,,"2089",,"2270",,,,
"Brigham, Jeff","656257","2277",,"2210",,,,,,"2831",
"Merryweather, Julian","657240","2283","2556",,"2345","1340","2308",,,,
"Borucki, Ryan","621366","1965","2191",,"2357","1709",,,,,
"Medina, Adonis","658431","2364","2283",,"2412","1756","2452",,,,
"Varland, Louis","686973","2206",,,"2267","1511","2273",,,"2346",
"Santillan, Tony","663574","2206",,,"2320",,,,,,"2246"
"Hudson, Daniel","543339","2410","2359",,"2469","2379",,,,,
"Morris, Cody","663752","2500",,"2329",,"1402","2364",,,,
"Hembree, Heath","592390","2320",,,"2645",,"2659",,,,
"Ryu, Hyun Jin","547943","1953","2016","1959",,"1510","2530",,,,
"Cano, Yennier","666974","2241","2229",,"2475","1824",,,,,
"Arihara, Kohei","685503","2196","2059","2137","2124","1408","2123","1425",,,
"Gose, Anthony","543238","2246",,,"2288","1859",,,,,
"Patiño, Luis","672715","2248","2131",,"2388","1837",,,,,
"O'Day, Darren","503285","2387","2176",,"2315",,,,,,
"Nogosek, Stephen","668665","2279",,"2243","2320","1418","2309",,,"2456",
"González, Chi Chi","592346","2288","2168",,"2553","1908","2478",,,,
"Espinoza, Anderson","659262","1906","1842",,"2148","2078",,,,,
"Kinley, Tyler","641755","2248","2163",,"2424","1622",,,,,
"Goudeau, Ashton","623485","2066",,,,"1543","2301",,,,
"Nardi, Andrew","677053","2309",,,"2321","1800",,,,,
"Norwood, James","656803","2146",,,"2031",,,"1543",,,
"Seabold, Connor","657756","2113",,,"2388","2009","2575",,,,
"Jameson, Drey","686753","2236","2080",,"2406","1761","2452",,,,
"Thompson, Mason","666168","2252","2252",,"2207","2001",,,,,
"Paddack, Chris","663978","2193",,,"1861","1949","2155",,,,
"Ruiz, Norge","650204","2250",,,"2584","1784",,,,,
"Sousa, Bennett","656986","2055","2160",,"2141",,,,,,
"Tetreault, Jackson","676194","2018",,"1994",,"1513","2119",,,,
"Tapia, Domingo","593619","2273","2160",,"2353","1781",,,,,
"Thornburg, Tyler","592804","2405",,,"2260","1448","2615",,,,
"Barnes, Jacob","606930","2406",,"2323","2170",,,,,,
"Sulser, Beau","676641","2344",,"2342",,"1469","2495",,,,
"Frías, Luis","666818","2231",,,"2029","1324",,,,,
"Law, Derek","571882","2089","1999","2366","2320","1727","2150",,,,
"Fairbanks, Pete","664126","2515",,,"2465","2032",,,,,
"Tinoco, Jesus","622786","2315","2350",,"2367","1489","2419",,,,
"Hunter, Tommy","488984","2336","2378","2423",,"1682","2701",,,,
"Cleavinger, Garrett","664076","2301","2345",,"2637",,"2711",,,,
"Feyereisen, J.P.","656420","2345",,,"2715","1456",,,,,
"Bruihl, Justin","677865",,"2127","2279",,,,,,"2391",
"Smith, Chad","663385",,"2265",,"2265","1576",,,,,
"Romo, Sergio","489265","2285","2150",,"2789","2121",,,,,
"Chargois, JT","608638","2271","2227",,"2550",,,,,,
"Fernández, Junior","658551","2211","2052",,"2120","1864",,,,,
"Bolaños, Ronald","671790","2201","2197",,"2423","1486","2538",,,,
"Guerra, Javy","642770","2371","2134",,"2366",,,,,,
"DeSclafani, Anthony","543101","2301","2070",,"2204","1641","2031",,,,
"Widener, Taylor","642203","2206",,"1867","2269","1664","2230",,,,
"Kolarek, Adam","592473","2174","2162",,"2050","2104",,,,,
"Garcia, Bryan","650530","2112","2180",,"2187","1927",,,,,
"Kowar, Jackson","663804","2259",,,"2306","2512",,,,,
"Brown, Hunter","686613","2262","2196","2182",,"1438","2467",,,,
"Peguero, Elvis","665625","1978","1988",,"2525",,,,,,
"Reed, Jake","596082","2304","2124",,"2457","1607",,,,,
"Llovera, Mauricio","661440","2055","2116",,"2396",,,,,,
"Bradley, Archie","605151","2186","2080",,,"1396","1968",,,,
"Taylor, Blake","642130","2347",,,"2246",,,,,,
"Mills, Alec","621219","2193","2181",,"2569","1691","2314",,,,
"Allard, Kolby","663465","2108",,"2139",,"1646","1858",,,,
"Speier, Gabe","642100","2166","1934",,"2091","1303",,,,,
"Lemoine, Jacob","621082","2165","2061",,"2242","1517",,,,,
"Lawrence, Casey","596271","2229","2143","2369","2471","1776","2554",,,,
"Selman, Sam","572125","2175","2053",,"2329",,,,,,
"Yacabonis, Jimmy","642231",,"2239",,,"1797",,,,"2788",
"Uceta, Edwin","670955","2348","1717","2385",,"2117","2575",,,,
"Szapucki, Thomas","663378","2148",,,,"2015","2635",,,,
"Valdez, Phillips","570488",,"2378",,"2323","2038",,,,,
"Steckenrider, Drew","608716","2300",,,"2147","1758","2072",,,,
"Farrell, Luke","608652","2327",,,"2514","1457","2585",,,,
"Perdomo, Luis","606131",,"1986",,"2332",,,"1564",,,
"Dugger, Robert","667498","2127","2036",,"2292","1408","2240",,,,
"Johnson, Pierce","572955","2172",,,"3054",,"2880",,,,
"Crick, Kyle","605195","2321","2141",,"3053",,,,,,
"Grimm, Justin","518748","2113",,,"2367",,"2238",,,,
"Ortiz, Luis L.","682847","2368","2351",,"2527","1573",,,,,
"Bender, Anthony","669622","2236","2231",,"2489","1779",,,,,
"Alvarez, Jose","501625","2066","2032",,"2161","1659",,,,,
"Whitley, Kodi","676831","2247","1496",,"1933","1874",,,,,
"Beasley, Jeremy","676886","2440",,,"2447",,,"1345",,,
"Romero, JoJo","668941","2220","2125","2321","2655","1560",,,,,
"Hall, DL","669084","2248",,,,"2187","2590",,,"2447",
"Hoeing, Bryan","663773","2013","1967",,"2362","1719","2364",,,,
"Cousins, Jake","664776","2297","2214",,"2624","1998",,,,,
"Warren, Austin","681810","2381","2167","2495","2639","1991",,,,,
"Marte, José","665896","2344","2232","2459","2681","2116",,,,,
"Gillaspie, Logan","670810","2151",,,,"1532","2222",,,"2334",
"Castro, Anthony","621593","2416","2302",,"2593","2090",,,,,
"Cruz, Fernando","518585","2273","2065","2492",,,,"845",,,
"Scott, Tayler","605463","2231","2224",,,"1689",,,,"2769",
"Nelson, Ryne","669194","2199",,"2314","2439","1873","2507",,,,
"Zeuch, T.J.","643615","2180","2130","2086","2041","1676",,,,,
"Knehr, Reiss","663753","2387","2358","2250","2411","1801","2020",,,,
"Middleton, Keynan","641871","2363",,,"2371","1822",,,,,
"Bard, Luke","572703","2570",,"2686","2733","1795","2744",,,,
"Green, Chad","643338","2409",,,"2446","1582",,,,"2475",
"Devenski, Chris","606965","2179",,,"2175","1546","2184",,,"2183",
"Castro, Kervin","665645","2370",,"2389",,,"2141",,,,
"Milone, Tommy","543548","2205",,,"2326","1688","2450",,,,
"Bazardo, Eduard","660825","2068","2099",,"2577",,,"1532",,,
"Díaz, Jhonathan","646242","2145","2132",,"2736","1788","2699",,,,
"Coonrod, Sam","656322","2228","2022",,"2288","1506",,,,"2573",
"Kilian, Caleb","668873","2175","2017","2168",,"1898","2407",,,,
"Kittredge, Andrew","552640","2634","2339",,"2658",,,,,,
"Muller, Kyle","666205","2384",,,"2046","1611","2446",,,,
"Fry, Paul","643316","2320",,,"2711","2188",,,,,
"Coulombe, Danny","543056","2384","2312",,"2535","1721","2688",,,"2587",
"Miller, Tyson","668338","2086","2084",,"2417","2084","2538",,,,
"Stashak, Cody","664054","2194",,,"2113","1278",,,,,
"Bielak, Brandon","656232","2421","2219",,"2404","1745","2337",,,"2321",
"Cyr, Tyler","664202","2159","1082","2237",,"1227",,,,,
"Kelly, Zack","677161","2145",,,"2549","2380",,,,"2531",
"Sanders, Phoenix","676637","2079",,,"2097",,"2294",,,,
"Alexander, Scott","518397","1891","2180",,"2381","1576",,,,,
"Sánchez, Miguel","667376","2142",,,"2220","1589",,,,,
"Weiss, Zack","592848","2435","2228","2460","2536",,,,,,
"Lakins Sr., Travis","664042","2234","2108","2465","2662","1670","2812",,,,
"Vieaux, Cam","664944","2256",,,"2624","1589",,,,,
"Gsellman, Robert","607229","1952","1936",,"2164","1694","2537",,,,
"Pérez, Francisco","660906","2066",,,"2430","1529","2654",,,,
"Rodríguez, Manuel","655889","2306","2120",,"2317","1427",,,,,
"Garrett, Reed","657585","2284","2146","2363",,,,"1434",,,
"Reid-Foley, Sean","656887","2259",,,"2224","1338",,,,,
"López, Yoan","661255","2156",,,"2439","1009",,,,,
"Alzolay, Adbert","640470","2382","2250","2471","2591","1799",,,,,
"Rosenberg, Kenny","670046","2087",,"2316","2207","1596","2254",,,,
"Knight, Dusten","643400","2198",,"2253",,"1465","2217",,,,
"Boyd, Matthew","571510","2482","2413",,"2405","1962","2486",,,,
"De Jesus, Angel","669804","2215",,,"2344","1887",,,,,
"Romero, Tommy","676720","1953",,,"1994",,,"1225",,,
"Gage, Matt","657424","2135",,,"2198","1543",,,,"2143",
"Weissert, Greg","669711","2254","2069",,,"1723",,,,"2859",
"Hernández, Darwinzon","650382","2358",,,"2527",,"2901",,,,
"Henriquez, Ronny","678692","2420",,,"2537","1637",,,,,
"Sheffield, Justus","656954","1971","1978",,"2480","1755",,,,,
"Roberts, Ethan","681799",,,"2597",,,"2888",,,"3096",
"Kahnle, Tommy","592454","2135",,,"2280","1322",,,,,
"Minaya, Juan","573668","2219",,,"2162","1601",,,,,
"Fletcher, Aaron","667465",,"2282",,"1809","1884",,,,,
"Fishman, Jake","670288","2190","1959",,"2316",,,,,,
"Gaddis, Hunter","683769","2150",,"2261","2228","2026","2538",,,,
"Mize, Casey","663554","1949","1960",,"2135",,"1935","854",,,
"Curry, Xzavion","675540","2227",,,"2455","1590","2427",,,,
"Lee, Evan","681885","2390",,,,"1942","2717",,,,
"Allen, Logan","663531","1978","1702","2201",,"1431","2614",,,"2403",
"Cruz, Jesus","672911","2167",,,"2443",,,,,,
"Brentz, Jake","641394","2237","2125",,"2233","1752",,,,,
"Junk, Janson","676083","2377",,,"2252","1763","2375","1292",,"2252",
"Zerpa, Angel","672582","2111","2035",,"2501","1606",,,,,
"Holton, Tyler","663947","2154","2060","2290",,"1630","2588",,,,
"Brault, Steven","643230","2190","1935",,"2163","1830",,,,,
"Solomon, Jared","676660","2256","2311",,"2356","2105",,,,,
"Jackson, Andre","656578","2192",,,"2180","1764","1901",,,,
"Brooks, Aaron","605156","2126","1971",,"2511","1765","2271",,,,
"Wiles, Collin","621079","2073","2045","2228","2444","1451","2400",,,,
"Vasquez, Andrew","607755",,"2207",,"2564",,,,,,
"Alexy, A.J.","669935","2139",,,"2417","1504","2469",,,,
"Burr, Ryan","621114","2032","1815","2402","2604",,,,,,
"Appel, Mark","571446",,"1892",,"1793","1443",,,,,
"Peacock, Matt","676840",,"1941",,"2666","1770",,,,,
"Ynoa, Huascar","660623","2008","2005",,"2449","1751",,,,,
"Hendrix, Ryan","641682","2164","2076",,"2377","1651",,,,,
"Hollowell, Gavin","668970","2591","2474","2523",,"2308",,,,"2330",
"Murphy, Patrick","641907","2197","2198",,,,"2173",,,,
"Barraclough, Kyle","607457","2407",,"2396","2403",,,,,,
"Yates, Kirby","489446","2327",,,"2346",,,"1315",,,
"Garcia, Rico","670329","2379",,,,"2050","2341",,,"2357",
"McKay, David","641853","2017","1753",,"2524",,,,,,"2749"
"Means, John","607644","2386",,,"2235","2278","2231",,,,
"Mazza, Chris","607391","2053","1810","2249","2300","1290",,,,,
"Severino, Anderson","644429","1963",,,"2384","1269","2548",,,,
"Small, Ethan","663629","2199",,,"2066","1454",,,,,
"Sims, Lucas","608371","2491",,,"2826",,"2899",,,"2810",
"Miller, Shelby","571946","2338",,,,,,,,"2500",
"Weber, Ryan","543901",,"2064",,"2342","2062","2399",,,,
"Young, Danny","664849",,"2247",,,"2098",,,,"2591",
"Naile, James","664942","1614","1660","2219",,"1504","2671",,,,
"Topa, Justin","623437",,"2160",,,"2103",,,,"2668",
"Diplán, Marcos","650959","2272",,,"2501","1549","2663",,,,
"Diehl, Phillip","670426","2343",,,"2496","1568",,,,,
"Blanco, Ronel","669854","2280",,,"2224","1468","2392",,,,
"Carlton, Drew","656290","2032","1902",,"2258","1880",,,,,
"Mengden, Daniel","596043","2101",,"2238","2395","1571","2407",,,,
"Ortiz, Luis F.","656814","2085","2053",,"2422","1660","2677",,,,
"Estrada, Jeremiah","669093","2267",,,"2312","1865","2600",,,,
"Reyes, Denyi","660593","2122",,,"2156","1360","2254",,,,
"Tully, Tanner","668684","1932",,,"2390","1435","2479",,,,
"Vizcaíno, Arodys","527055","2270","2215",,"2313","1071",,,,,
"Glasnow, Tyler","607192","2450",,,"2666",,"2764",,,,
"Elías, Roenis","606273","2255","2273",,,"1819","2321",,,,
"Clippard, Tyler","461325","2247","2095",,"2008","1990","2166","503",,,
"Mushinski, Parker","656786","2382",,"2574",,"1669","2652",,,"2574",
"Griffin, Foster","656492","2068",,"2212",,"1832","2203",,,,
"Patton, Spencer","607359","1994",,,"1896",,,"1656",,,
"Herget, Kevin","643361","2142",,"2188",,"2029",,,,"2152",
"Brice, Austin","592169","2231","2040",,,,"2748",,,,
"Jones, Damon","676103","2234",,,"2716",,"2445",,,,
"Waites, Cole","686972","2267",,,"2231",,,,,,
"Sale, Chris","519242","2315","2122",,"2348","1959",,,,,
"Chirinos, Yonny","630023","2240","2115",,"2331",,,"1155",,,
"Lowther, Zac","675912","2230",,,"2112","1774","2343",,,,
"Clay, Sam","621348",,"2019",,"2583","1680",,,,,
