"year","last_name, first_name","pitcher_id","team_name","team_name_abbrev","pitch_hand","avg_speed","pitches_thrown","total_pitches","pitches_per_game","pitch_per","pitch_type","pitch_type_name","pitcher_break_z","league_break_z","diff_z","rise","pitcher_break_z_induced","pitcher_break_x","league_break_x","diff_x","tail","percent_rank_diff_z","percent_rank_diff_x"
"2021","Arrieta, Jake","453562","Padres","SD","R","91.4","920","1746",10.777777777777779,0.5269186712485682,"SI","Sinker",24,-22.6,1.4,"6",8.9,15.7,-14.5,1.3,"9",0.7219917012448133,0.7302904564315352
"2021","Kikuchi, Yusei","579328","Mariners","SEA","L","95.1","917","2561",15.808641975308642,0.3580632565404139,"FF","4-Seam Fastball",14,-14.5,0.4,"3",16.3,10.1,-8,2.1,"26",0.5905882352941176,0.731764705882353
"2021","DeSclafani, Anthony","543101","Giants","SF","R","87.9","913","2558",15.790123456790123,0.35691946833463645,"SL","Slider",30.5,-32.5,-2,"-6",4.6,4.1,4.1,0.1,"1",0.23423423423423423,0.5405405405405406
"2021","Montas, Frankie","593423","Athletics","OAK","R","96.4","904","3028",18.691358024691358,0.2985468956406869,"FF","4-Seam Fastball",12,-13.3,1.2,"9",17.4,7.2,-7.1,0.1,"1",0.7788235294117647,0.49411764705882355
"2021","Walker, Taijuan","592836","Mets","NYM","R","94.5","904","2547",15.722222222222221,0.35492736552807225,"FF","4-Seam Fastball",13.5,-14,0.6,"4",17.3,9.5,-6.7,2.7,"41",0.6541176470588236,0.7905882352941176
"2021","Castillo, Luis","622491","Reds","CIN","R","97.1","902","3164",19.530864197530864,0.28508217446270545,"FF","4-Seam Fastball",16.2,-15.1,-1.1,"-7",12.7,11.3,-9.5,1.8,"19",0.28705882352941176,0.691764705882353
"2021","Berríos, José","621244","Blue Jays","TOR","R","93.8","901","3043",18.78395061728395,0.29608938547486036,"SI","Sinker",19.8,-21.7,-1.8,"-8",11.3,16.2,-14.9,1.3,"8",0.2572614107883817,0.7302904564315352
"2021","Peacock, Matt","676840","D-backs","AZ","R","93.4","901","1322",8.160493827160494,0.6815431164901664,"SI","Sinker",25.6,-24.2,1.4,"6",5.8,16.5,-15.5,1,"7",0.7219917012448133,0.6431535269709544
"2021","Smyly, Drew","592767","Braves","ATL","L","78.9","897","2138",13.279503105590063,0.4195509822263798,"CU","Curveball",44.2,-53.5,-9.3,"-17",-0.2,2.9,6.3,-9.2,"-147",0.032388663967611336,0
"2021","Urquidy, José","664353","Astros","HOU","R","92.5","896","1631",10.067901234567902,0.5493562231759657,"FF","4-Seam Fastball",12.7,-14.9,2.2,"15",19.4,7.8,-6.5,1.3,"20",0.908235294117647,0.6211764705882353
"2021","Megill, Tylor","656731","Mets","NYM","R","94.6","895","1554",9.592592592592593,0.575933075933076,"FF","4-Seam Fastball",14.4,-14.2,-0.2,"-2",16.2,9.4,-7.1,2.4,"33",0.48470588235294115,0.7623529411764706
"2021","Cease, Dylan","656302","White Sox","CWS","R","85.9","894","2957",18.253086419753085,0.30233344606019613,"SL","Slider",38,-35,3,"9",-1.1,6.9,4.3,2.6,"60",0.8018018018018018,0.8228228228228228
"2021","Ohtani, Shohei","660271","Angels","LAA","R","95.6","892","2027",12.512345679012345,0.44005920078934385,"FF","4-Seam Fastball",14.6,-13.5,-1.2,"-9",15.4,3.8,-7.3,-3.4,"-47",0.28,0.14352941176470588
"2021","Suter, Brent","608718","Brewers","MIL","L","87.3","883","1221",7.537037037037037,0.7231777231777232,"FF","4-Seam Fastball",23.9,-20.8,-3.1,"-15",11.8,3.6,-1.4,-5,"-359",0.08235294117647059,0.04470588235294118
"2021","Weathers, Ryan","677960","Padres","SD","L","93.9","875","1617",9.981481481481481,0.5411255411255411,"FF","4-Seam Fastball",17,-15.6,-1.4,"-9",14,12.2,-8,4.2,"52",0.22823529411764706,0.9176470588235294
"2021","Singer, Brady","663903","Royals","KC","R","85.4","873","2287",14.117283950617283,0.38172278093572365,"SL","Slider",36.6,-35.6,1,"3",0.7,3.8,5.3,-1.5,"-28",0.5975975975975976,0.34234234234234234
"2021","Velasquez, Vince","592826","Padres","SD","R","93.2","873","1750",10.802469135802468,0.49885714285714283,"FF","4-Seam Fastball",13.2,-15.2,2,"13",18.3,3.6,-7.3,-3.7,"-50",0.8941176470588236,0.11529411764705882
"2021","Alcantara, Sandy","645261","Marlins","MIA","R","97.6","872","3095",19.104938271604937,0.2817447495961228,"SI","Sinker",21.5,-19.9,1.6,"8",7.3,17.3,-15.5,1.8,"12",0.7385892116182573,0.8381742738589212
"2021","Quantrill, Cal","615698","Guardians","CLE","R","94.3","865","2334",14.407407407407407,0.37060839760068554,"SI","Sinker",16.6,-19.6,-3,"-16",14.1,13.2,-14.3,-1,"-7",0.14937759336099585,0.27385892116182575
"2021","Gutierrez, Vladimir","661269","Reds","CIN","R","93.2","865","1831",11.302469135802468,0.4724194429273621,"FF","4-Seam Fastball",16.6,-15.9,-0.7,"-4",14.8,10.3,-8.2,2.1,"25",0.38588235294117645,0.731764705882353
"2021","Wainwright, Adam","425794","Cardinals","STL","R","89.1","863","3068",18.938271604938272,0.28129074315514996,"SI","Sinker",22.2,-23.9,-1.7,"-7",12.3,12.7,-14.1,-1.4,"-10",0.27800829875518673,0.2157676348547718
"2021","Montas, Frankie","593423","Athletics","OAK","R","96.2","860","3028",18.691358024691358,0.28401585204755614,"SI","Sinker",15.5,-20,-4.5,"-23",14.1,14.9,-15,-0.1,"-1",0.06224066390041494,0.4149377593360996
