"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Winckowski, Josh",670174,"BOS","SL","Slider",1,2,"165",13.3,"39","0.167","0.222","0.233",31.6,23.1,13,"0.186","0.239","0.226",25.9
"Peralta, Luis",678821,"COL","FF","4-Seam Fastball",2.4,3,"137",75.7,"39","0.161","0.194","0.238",15.3,25.6,35.7,"0.21","0.276","0.291",43.5
"Rodríguez, Yariel",684320,"TOR","FS","Split-Finger",-1.2,-2,"142",9.5,"39","0.194","0.306","0.253",21.5,28.2,13.1,"0.261","0.35","0.301",40
"Criswell, Jeff",676105,"COL","FF","4-Seam Fastball",-1.7,-3,"152",42.9,"39","0.394","0.606","0.486",28.9,15.4,19.4,"0.358","0.606","0.459",40.7
"Puk, A.J.",640462,"AZ","ST","Sweeper",-1.1,-2,"192",16.4,"39","0.235","0.559","0.374",26.5,23.1,15,"0.243","0.382","0.295",29.6
"Pennington, Walter",679156,"TEX","SL","Slider",-0.4,-1,"135",40.9,"39","0.286","0.429","0.349",40.9,28.2,22,"0.278","0.527","0.379",41.7
"Crochet, Garrett",676979,"CWS","CH","Changeup",-0.1,0,"142",5.9,"39","0.184","0.289","0.217",33.9,33.3,18.1,"0.189","0.256","0.208",20
"Cantillo, Joey",676282,"CLE","CH","Changeup",-0.2,0,"196",27.6,"39","0.216","0.324","0.279",43.7,35.9,20.9,"0.19","0.218","0.206",34.8
"Bido, Osvaldo",674370,"OAK","FC","Cutter",2.5,4,"152",14.4,"39","0.152","0.212","0.223",19.7,17.9,14,"0.188","0.27","0.258",25.9
"Chavez, Jesse",445926,"ATL","CH","Changeup",0.8,1,"140",13.4,"39","0.237","0.368","0.272",14.1,5.1,4.5,"0.328","0.432","0.341",27.8
"Hughes, Brandon",676714,"AZ","SL","Slider",-2.2,-3,"141",40.3,"39","0.212","0.485","0.354",52.5,43.6,31.5,"0.162","0.352","0.291",37.5
"Peralta, Sammy",671111,"CWS","FF","4-Seam Fastball",0.6,1,"132",46.8,"39","0.257","0.343","0.329",10,7.7,8.8,"0.251","0.385","0.317",46.9
"Doval, Camilo",666808,"SF","SI","Sinker",-3,-5,"154",13.8,"39","0.333","0.5","0.491",17.7,7.7,13,"0.253","0.415","0.374",46.4
"Rasmussen, Drew",656876,"TB","FF","4-Seam Fastball",2.8,5,"173",37.7,"38","0.171","0.2","0.23",30.8,28.9,22.9,"0.182","0.278","0.238",45.8
"Anderson, Chase",502624,"TEX","FF","4-Seam Fastball",-3.2,-5,"154",15.2,"38","0.367","0.6","0.499",22.2,21.1,13.3,"0.315","0.567","0.443",72.7
"Chafin, Andrew",605177,"TEX","FF","4-Seam Fastball",1.2,2,"142",14.7,"38","0.167","0.367","0.347",22.2,23.7,27.3,"0.221","0.516","0.392",52.4
"Grove, Michael",675627,"LAD","FC","Cutter",-2.2,-3,"139",16.8,"38","0.357","0.643","0.478",14.3,10.5,21.1,"0.35","0.554","0.459",48
"Mlodzinski, Carmen",669387,"PIT","FC","Cutter",2.1,4,"176",20.3,"38","0.229","0.343","0.264",14.1,5.3,11.8,"0.27","0.442","0.331",29.4
"Kuhl, Chad",641771,"CWS","CH","Changeup",-0.9,-1,"123",12.6,"38","0.324","0.412","0.343",23.7,15.8,21.4,"0.213","0.268","0.253",41.4
"Bielak, Brandon",656232,"OAK","CH","Changeup",-0.4,-1,"140",27.5,"38","0.27","0.432","0.312",22.2,13.2,15.6,"0.315","0.437","0.334",40.6
"Kerr, Ray",678061,"ATL","CU","Curveball",2.3,4,"180",47,"38","0.118","0.206","0.179",50.6,42.1,29.6,"0.162","0.279","0.258",47.4
"Lynch IV, Daniel",663738,"KC","CH","Changeup",1,1,"134",21.2,"38","0.222","0.306","0.279",31.9,23.7,23.7,"0.227","0.332","0.268",44.4
"Lynch IV, Daniel",663738,"KC","SL","Slider",0.2,0,"169",26.8,"38","0.133","0.267","0.262",50.6,42.1,25.4,"0.149","0.336","0.306",66.7
"Pivetta, Nick",601713,"BOS","FC","Cutter",-6.1,-9,"141",5.9,"38","0.394","0.879","0.536",21.1,15.8,22.2,"0.34","0.812","0.495",35.7
"Nicolas, Kyle",693312,"PIT","CU","Curveball",-0.2,0,"218",22.9,"38","0.219","0.25","0.286",44.9,36.8,20.6,"0.176","0.206","0.253",22.2
"Meyer, Max",676974,"MIA","CH","Changeup",-2.2,-4,"173",17.9,"38","0.233","0.6","0.417",23.5,5.3,7.4,"0.23","0.419","0.366",32.1
"Allen, Logan",671106,"CLE","SI","Sinker",-3.9,-7,"184",11.1,"38","0.438","0.844","0.562",15,13.2,18.5,"0.375","0.737","0.499",46.4
"Zerpa, Angel",672582,"KC","FF","4-Seam Fastball",-1.2,-2,"187",19.7,"38","0.294","0.471","0.367",14.7,13.2,13.9,"0.292","0.446","0.357",48.3
"King, Bryan",687911,"HOU","ST","Sweeper",-0.8,-1,"144",34.6,"38","0.303","0.455","0.358",28.2,26.3,24.4,"0.245","0.359","0.303",20.8
"Tyler, Kyle",667725,"MIA","CU","Curveball",-1.9,-3,"165",28.4,"37","0.323","0.419","0.386",43.1,32.4,22.6,"0.247","0.322","0.322",31.6
"Rosenberg, Kenny",670046,"LAA","CH","Changeup",0.5,1,"132",32.8,"37","0.189","0.405","0.273",29,24.3,20,"0.233","0.449","0.289",25
"Otañez, Michel",671305,"OAK","SI","Sinker",-3.1,-3,"111",18.5,"37","0.387","0.613","0.473",13.5,13.5,35.7,"0.253","0.377","0.342",42.3
"Brooks, Aaron",605156,"OAK","SL","Slider",-0.6,-1,"131",32.5,"37","0.265","0.529","0.345",28.1,21.6,18.6,"0.28","0.572","0.377",51.9
"Law, Derek",571882,"WSH","SI","Sinker",-0.4,0,"135",9.9,"37","0.353","0.412","0.349",13.2,2.7,5.9,"0.374","0.469","0.379",47.1
"Blewett, Scott",656240,"MIN","FF","4-Seam Fastball",0,0,"129",40.4,"37","0.333","0.433","0.404",17.9,16.2,18.8,"0.268","0.321","0.34",62.5
"Ryan, Joe",657746,"MIN","SL","Slider",-1.4,-2,"149",7.1,"37","0.343","0.6","0.442",20.5,2.7,7.7,"0.35","0.688","0.456",41.2
"Wacha, Michael",608379,"KC","SL","Slider",-2.2,-5,"240",9.2,"37","0.371","0.6","0.431",37.3,13.5,11.9,"0.342","0.592","0.416",33.3
"Brito, Jhony",666745,"SD","FF","4-Seam Fastball",-0.1,0,"157",25.1,"37","0.222","0.417","0.282",13.4,10.8,11.8,"0.249","0.483","0.32",50
"Contreras, Roansy",672710,"LAA","CH","Changeup",-1.7,-2,"113",10.5,"37","0.235","0.441","0.31",23.1,10.8,11.8,"0.254","0.473","0.345",38.7
"Strahm, Matt",621381,"PHI","SL","Slider",1.1,2,"190",19.4,"37","0.114","0.257","0.184",32.4,40.5,18.8,"0.132","0.19","0.169",15
"Musgrove, Joe",605397,"SD","CH","Changeup",-3.6,-4,"124",7.8,"37","0.353","0.618","0.416",37.9,18.9,14.9,"0.31","0.501","0.377",46.4
"Verlander, Justin",434378,"HOU","CH","Changeup",-0.3,-1,"160",10.1,"37","0.235","0.353","0.289",25.3,24.3,13.6,"0.233","0.312","0.274",20
"López, Jorge",605347,"CHC","SL","Slider",2,3,"152",19,"37","0.118","0.176","0.173",35.4,37.8,29.2,"0.112","0.158","0.165",10
"Koenig, Jared",657649,"MIL","CU","Curveball",0.3,0,"133",13.1,"37","0.2","0.2","0.208",44.2,48.6,23.7,"0.169","0.213","0.196",29.4
"Manoah, Alek",666201,"TOR","SL","Slider",-0.7,-1,"120",30.5,"37","0.219","0.438","0.339",30,27,20.8,"0.225","0.441","0.322",39.1
"Gordon, Tanner",685299,"COL","CH","Changeup",-4.2,-5,"116",19.1,"37","0.371","0.743","0.481",23.4,10.8,11.4,"0.221","0.333","0.264",22.6
"Manning, Matt",666159,"DET","ST","Sweeper",1.3,2,"148",33.8,"37","0.161","0.258","0.246",29.2,10.8,12.5,"0.218","0.305","0.296",21.4
"Moll, Sam",594580,"CIN","SI","Sinker",1.4,2,"177",28.4,"37","0.188","0.281","0.27",9.4,8.1,15,"0.285","0.476","0.378",48.3
"Smith, Drew",622098,"NYM","FF","4-Seam Fastball",-0.1,0,"152",46.3,"37","0.219","0.438","0.314",24.4,32.4,23.1,"0.219","0.404","0.325",47.6
"Montas, Frankie",593423,"MIL","SL","Slider",-1.5,-2,"165",6.3,"37","0.206","0.5","0.326",34.7,29.7,20.8,"0.206","0.477","0.321",43.5
"Fitts, Richard",690916,"BOS","FF","4-Seam Fastball",1.2,2,"140",44.6,"37","0.2","0.267","0.3",16.2,8.1,7,"0.299","0.5","0.392",44.8
"Sands, Cole",663485,"MIN","CU","Curveball",-1.5,-2,"163",14.1,"37","0.294","0.412","0.343",29.4,29.7,18.6,"0.217","0.333","0.256",25
"King, Michael",650633,"SD","SL","Slider",-1.3,-2,"162",5.6,"37","0.281","0.5","0.424",28.4,13.5,20.8,"0.292","0.487","0.372",25
"Hamilton, Ian",641656,"NYY","SI","Sinker",-0.2,0,"147",23.7,"37","0.419","0.516","0.458",13.2,5.4,13.3,"0.385","0.486","0.431",48.3
"Toussaint, Touki",657053,"CWS","SI","Sinker",-2.5,-4,"141",28.7,"37","0.464","0.643","0.515",8.5,8.1,18.8,"0.412","0.645","0.515",50
"Warren, Will",701542,"NYY","SI","Sinker",-4.3,-5,"121",26.4,"37","0.485","0.818","0.572",16.4,13.5,27.8,"0.359","0.636","0.454",67.9
"Uceta, Edwin",670955,"TB","FC","Cutter",-0.6,-1,"143",21.3,"37","0.278","0.472","0.331",26.2,16.2,21.4,"0.278","0.438","0.318",30
"Buehler, Walker",621111,"LAD","ST","Sweeper",-1.7,-2,"116",8.7,"37","0.147","0.324","0.238",28.8,35.1,22,"0.16","0.255","0.221",19
"Okert, Steven",595345,"MIN","FF","4-Seam Fastball",-3.1,-4,"146",23.7,"37","0.424","0.636","0.484",8.2,8.1,6.8,"0.372","0.621","0.455",46.7
"Brazobán, Huascar",623211,"NYM","SI","Sinker",-1,-2,"223",24.8,"37","0.4","0.567","0.472",19,0,0,"0.382","0.579","0.47",33.3
"Bielak, Brandon",656232,"OAK","FF","4-Seam Fastball",-1.6,-2,"116",22.7,"37","0.333","0.407","0.427",10.4,5.4,7.7,"0.294","0.645","0.481",48
"Festa, Matt",670036,"TEX","FF","4-Seam Fastball",1,2,"148",38.4,"37","0.143","0.343","0.227",29.5,29.7,18.6,"0.208","0.338","0.259",41.7
"Winn, Cole",668390,"TEX","FF","4-Seam Fastball",0.7,1,"120",42,"37","0.219","0.313","0.276",17.5,18.9,16.7,"0.212","0.344","0.295",42.3
"Megill, Trevor",656730,"MIL","CU","Curveball",1,2,"190",28.4,"37","0.167","0.333","0.205",55,48.6,25.7,"0.18","0.263","0.187",31.6
"Beeks, Jalen",656222,"PIT","FC","Cutter",-0.1,0,"211",17.8,"37","0.273","0.485","0.333",23.9,16.2,12.5,"0.257","0.38","0.291",24.1
"Gray, Jon",592351,"TEX","CH","Changeup",-1.3,-1,"115",7.1,"36","0.257","0.543","0.334",19,8.3,15,"0.287","0.503","0.328",39.4
"Hall, DL",669084,"MIL","SL","Slider",0.3,0,"110",14.1,"36","0.182","0.212","0.243",45.1,47.2,33.3,"0.158","0.215","0.207",37.5
"Kelly, Joe",523260,"LAD","FF","4-Seam Fastball",-2,-3,"134",24.3,"36","0.3","0.533","0.403",15.9,27.8,20.4,"0.283","0.576","0.411",57.1
"Ottavino, Adam",493603,"NYM","FF","4-Seam Fastball",2.3,2,"100",10,"36","0.118","0.147","0.149",34.8,58.3,36.2,"0.105","0.159","0.146",46.2
"Scott, Christian",681035,"NYM","SL","Slider",-0.4,-1,"141",17.9,"36","0.273","0.485","0.354",22.2,16.7,13.3,"0.309","0.533","0.388",22.2
"Marinaccio, Ron",676760,"NYY","CH","Changeup",-3.4,-4,"134",33.9,"36","0.367","0.733","0.483",30.2,22.2,18.6,"0.31","0.603","0.422",47.8
"Anderson, Nick",623433,"KC","FF","4-Seam Fastball",-3.8,-5,"130",22.7,"36","0.387","0.871","0.549",18.5,16.7,15.8,"0.352","0.776","0.502",68
"Hoffman, Jeff",656546,"PHI","SI","Sinker",2.4,3,"112",11.2,"36","0.219","0.281","0.297",15.6,5.6,11.8,"0.27","0.352","0.32",36.7
"Skenes, Paul",694973,"PIT","CH","Changeup",2.5,3,"114",5.4,"36","0.088","0.118","0.149",54.8,55.6,31.7,"0.099","0.112","0.127",7.1
"Alzolay, Adbert",640470,"CHC","SL","Slider",-3.5,-6,"155",47.1,"36","0.303","0.576","0.425",27.5,22.2,12.1,"0.306","0.475","0.367",40
"Crawford, Kutter",676710,"BOS","CU","Curveball",1,2,"202",7.2,"36","0.143","0.171","0.204",21.9,22.2,24.2,"0.198","0.306","0.233",33.3
"Sims, Lucas",608371,"BOS","FC","Cutter",2.6,4,"137",15.5,"36","0.167","0.267","0.272",28.4,13.9,19.2,"0.179","0.233","0.267",24
"Rodríguez, Manuel",655889,"TB","FF","4-Seam Fastball",2.5,3,"134",22.1,"36","0.107","0.107","0.211",30,27.8,27,"0.179","0.224","0.273",26.3
"Anderson, Grant",681982,"TEX","SI","Sinker",2.4,3,"116",24,"36","0.257","0.257","0.244",9.4,27.8,28.6,"0.21","0.271","0.223",52
"Mahle, Tyler",641816,"TEX","FF","4-Seam Fastball",-0.3,0,"121",52.8,"36","0.25","0.469","0.328",26.2,19.4,17.1,"0.279","0.429","0.335",38.5
"Bradford, Cody",674003,"TEX","CU","Curveball",-2,-3,"150",12.8,"36","0.306","0.556","0.364",12.9,11.1,8.9,"0.262","0.454","0.305",28.1
"Anderson, Grant",681982,"TEX","SL","Slider",-1.4,-3,"184",38.1,"36","0.25","0.469","0.374",34.2,25,19.6,"0.197","0.326","0.276",13
"Cuas, Jose",621016,"TOR","SI","Sinker",-1.4,-2,"128",40.1,"36","0.31","0.483","0.417",19,8.3,15.8,"0.304","0.481","0.39",40.7
"Rodríguez, Yerry",666720,"TOR","SL","Slider",-5.2,-7,"135",30.8,"36","0.333","0.778","0.486",28.4,22.2,15.7,"0.301","0.603","0.382",50
"Bassitt, Chris",605135,"TOR","FS","Split-Finger",-2.2,-3,"132",4.5,"36","0.294","0.353","0.333",16.1,16.7,11.5,"0.321","0.459","0.361",42.9
"Maeda, Kenta",628317,"DET","SI","Sinker",0.8,1,"140",7.2,"35","0.294","0.324","0.339",13.1,0,0,"0.302","0.412","0.322",38.2
"Kahnle, Tommy",592454,"NYY","FF","4-Seam Fastball",-3,-4,"147",19.6,"35","0.286","0.536","0.469",25.5,22.9,15.4,"0.266","0.487","0.395",55
"Diekman, Jake",518617,"NYM","ST","Sweeper",0.3,0,"181",28.9,"35","0.107","0.25","0.259",33.8,40,18.4,"0.167","0.369","0.319",35.7
"Howard, Spencer",675921,"CLE","SL","Slider",-2,-3,"135",25.1,"35","0.394","0.606","0.46",33.3,11.4,14.8,"0.274","0.462","0.339",24.1
"Ray, Robbie",592662,"SF","SL","Slider",0.5,1,"182",32,"35","0.148","0.222","0.283",45.8,37.1,20,"0.133","0.21","0.275",35.7
"Lee, Dylan",669276,"ATL","CH","Changeup",-0.4,0,"104",12.1,"35","0.265","0.382","0.319",44.3,20,21.2,"0.281","0.376","0.298",25.9
"Merryweather, Julian",657240,"CHC","FF","4-Seam Fastball",-0.2,0,"119",43.8,"35","0.222","0.407","0.364",17.3,17.1,20.7,"0.274","0.385","0.38",61.9
"Megill, Tylor",656731,"NYM","SI","Sinker",3.8,5,"135",9.9,"35","0.206","0.206","0.206",18.2,20,23.3,"0.251","0.287","0.251",33.3
"Scott, Christian",681035,"NYM","ST","Sweeper",-1.8,-3,"148",18.8,"35","0.194","0.516","0.339",23.5,17.1,12,"0.188","0.413","0.303",20
"Anderson, Grant",681982,"TEX","FF","4-Seam Fastball",-7.3,-10,"133",27.5,"35","0.344","1.094","0.594",34.3,28.6,22.2,"0.285","0.78","0.465",50
"Priester, Quinn",682990,"BOS","CH","Changeup",0.5,0,"103",12.7,"35","0.167","0.2","0.246",22,14.3,13.5,"0.135","0.178","0.223",24
"Kelly, Merrill",518876,"AZ","SL","Slider",-0.3,0,"135",11.8,"35","0.273","0.455","0.343",39.4,25.7,17.3,"0.217","0.313","0.26",25
"Chapman, Aroldis",547973,"PIT","FS","Split-Finger",1.9,3,"138",12.2,"35","0.121","0.152","0.153",45.7,54.3,27.9,"0.086","0.103","0.12",28.6
"Woo, Bryan",693433,"SEA","SL","Slider",-0.3,0,"164",9.6,"35","0.265","0.529","0.37",24.1,14.3,13.2,"0.227","0.369","0.269",31
"Milner, Hoby",571948,"MIL","CH","Changeup",-0.3,0,"143",13.7,"35","0.29","0.419","0.328",25.4,2.9,2.9,"0.337","0.46","0.341",42.4
"Bido, Osvaldo",674370,"OAK","CH","Changeup",2,3,"160",15.2,"35","0.121","0.152","0.137",34.3,22.9,18.2,"0.154","0.197","0.169",7.7
"Bednar, David",670280,"PIT","CU","Curveball",0.1,0,"209",20.4,"35","0.172","0.31","0.27",24.5,28.6,22.2,"0.146","0.23","0.244",25
"Ramirez, Emmanuel",642629,"MIA","FS","Split-Finger",0.4,1,"137",36.9,"35","0.167","0.233","0.256",47.8,37.1,20,"0.139","0.182","0.22",35.3
"Daniel, Davis",669721,"LAA","SL","Slider",-0.6,-1,"121",23.8,"35","0.226","0.419","0.349",23.9,20,17.5,"0.24","0.394","0.323",16.7
"Burke, Brock",656271,"LAA","SL","Slider",-0.2,0,"149",25.9,"35","0.25","0.321","0.32",37.9,17.1,15.4,"0.264","0.32","0.344",34.8
"Cimber, Adam",643256,"LAA","SL","Slider",0.5,1,"136",32.7,"35","0.071","0.071","0.223",19.2,28.6,22.2,"0.105","0.17","0.244",26.3
"La Sorsa, Joe",686747,"WSH","SI","Sinker",-1.5,-2,"144",53.1,"35","0.387","0.581","0.444",11.1,8.6,11.5,"0.332","0.56","0.411",41.4
"Phillips, Tyler",663969,"PHI","FF","4-Seam Fastball",2.6,3,"111",19.2,"34","0.235","0.412","0.276",22.2,14.7,26.3,"0.305","0.552","0.367",24.1
"Festa, Matt",670036,"TEX","FC","Cutter",1.4,2,"109",28.3,"34","0.233","0.333","0.299",27.7,23.5,22.9,"0.286","0.37","0.335",36.4
"Henriquez, Ronny",678692,"MIN","CH","Changeup",1,1,"103",34,"34","0.29","0.29","0.3",26.9,20.6,24.1,"0.244","0.282","0.276",45.8
"Coulombe, Danny",543056,"BAL","FC","Cutter",1.4,2,"140",30,"34","0.219","0.469","0.312",26.2,14.7,16.7,"0.304","0.545","0.383",59.3
"Snell, Blake",605483,"SF","SL","Slider",0.1,0,"178",10,"34","0.167","0.267","0.247",44.6,38.2,21.7,"0.169","0.29","0.258",29.4
"Littell, Zack",641793,"TB","ST","Sweeper",-4.9,-6,"126",5.1,"34","0.406","0.594","0.45",11.5,8.8,4.5,"0.322","0.45","0.356",31
"Ramírez, Erasmo",541640,"TB","SI","Sinker",3.2,4,"119",39.4,"34","0.133","0.133","0.221",19,14.7,21.7,"0.196","0.362","0.284",34.6
"Knack, Landon",689017,"LAD","CU","Curveball",-1.4,-3,"186",16.2,"34","0.333","0.485","0.365",20.6,8.8,6.4,"0.344","0.509","0.38",40
"Kelly, Joe",523260,"LAD","SL","Slider",0.1,0,"120",21.7,"34","0.226","0.387","0.3",23.7,29.4,20.4,"0.198","0.349","0.273",42.9
"Bassitt, Chris",605135,"TOR","FF","4-Seam Fastball",-1.5,-2,"130",4.4,"34","0.258","0.419","0.326",23.7,32.4,18.6,"0.235","0.329","0.285",30
"Williams, Gavin",668909,"CLE","SL","Slider",0.2,0,"153",11.2,"34","0.25","0.375","0.294",26.9,20.6,16.3,"0.238","0.34","0.273",56
"Rodríguez, Joely",570257,"BOS","SI","Sinker",0.3,0,"122",49,"34","0.303","0.394","0.371",9.4,14.7,13.2,"0.251","0.348","0.275",10.7
"Strickland, Hunter",519326,"LAA","SL","Slider",1,2,"152",13.1,"34","0.25","0.344","0.294",27.5,14.7,13.5,"0.172","0.245","0.214",18.5
"Dubin, Shawn",681869,"HOU","CU","Curveball",-0.9,-1,"133",15.8,"34","0.313","0.375","0.332",35.9,26.5,18,"0.269","0.349","0.298",54.2
"Blalock, Bradley",687134,"COL","SL","Slider",2.5,3,"122",22.1,"34","0.156","0.219","0.221",28.3,17.6,20.7,"0.269","0.414","0.318",38.5
"Veneziano, Anthony",685107,"MIA","FF","4-Seam Fastball",-3.2,-4,"113",46.7,"34","0.321","0.536","0.435",21.9,20.6,17.1,"0.211","0.314","0.28",47.8
"Mikolas, Miles",571945,"STL","ST","Sweeper",-3.7,-4,"111",4.1,"34","0.273","0.545","0.334",27.5,35.3,13.5,"0.23","0.445","0.282",22.7
"Wicks, Jordan",696136,"CHC","SI","Sinker",-5.5,-6,"111",13,"34","0.4","0.667","0.538",16.4,8.8,16.7,"0.328","0.512","0.402",44.4
"Smith, Burch",572143,"BAL","CU","Curveball",-1.9,-3,"164",18.3,"34","0.303","0.455","0.338",9.7,5.9,7.1,"0.283","0.451","0.326",51.6
"Burdi, Nick",595897,"NYY","FF","4-Seam Fastball",0.7,1,"125",59.5,"34","0.125","0.25","0.344",27.8,26.5,21.4,"0.096","0.187","0.291",33.3
"Ginkel, Kevin",656464,"AZ","SI","Sinker",0.2,0,"105",8.9,"33","0.29","0.355","0.364",13.2,6.1,14.3,"0.28","0.342","0.297",17.2
"Bassitt, Chris",605135,"TOR","SL","Slider",-4.3,-6,"131",4.4,"33","0.375","0.781","0.491",9.6,3,5.3,"0.36","0.677","0.447",45.2
"Hernández, Elieser",622694,"MIL","FF","4-Seam Fastball",0,0,"108",43,"33","0.207","0.448","0.326",17,15.2,14.3,"0.299","0.53","0.394",62.5
"Rodón, Carlos",607074,"NYY","CU","Curveball",-2.1,-5,"257",8.3,"33","0.281","0.531","0.355",27.6,21.2,15.6,"0.235","0.448","0.301",28
"Suarez, José",660761,"LAA","SL","Slider",1.8,2,"131",13.3,"33","0.226","0.355","0.276",32.4,27.3,24.3,"0.256","0.332","0.28",54.5
"Taylor, Troy",700187,"SEA","ST","Sweeper",-0.2,0,"135",41.2,"33","0.188","0.438","0.3",44.6,39.4,23.6,"0.182","0.335","0.236",36.8
"Contreras, Roansy",672710,"LAA","SI","Sinker",-0.1,0,"112",10.4,"33","0.357","0.393","0.389",7.7,3,7.7,"0.353","0.419","0.394",33.3
"Kochanowicz, Jack",686799,"LAA","SL","Slider",0.3,0,"121",14.1,"33","0.241","0.345","0.309",27,24.2,24.2,"0.241","0.339","0.306",38.1
"Dana, Caden",702674,"LAA","FF","4-Seam Fastball",-7.3,-8,"108",52.4,"33","0.462","1.038","0.62",16.7,6.1,8,"0.327","0.741","0.483",40
"Stewart, Brock",592779,"MIN","FF","4-Seam Fastball",-1.3,-2,"121",45.1,"33","0.269","0.423","0.383",29.7,30.3,23.8,"0.212","0.307","0.324",50
"Dubin, Shawn",681869,"HOU","CH","Changeup",-0.9,-1,"127",15.1,"33","0.267","0.533","0.37",32.1,21.2,20,"0.251","0.529","0.363",56.5
"Young, Alex",622065,"NYM","CH","Changeup",-0.2,0,"124",46.4,"33","0.233","0.333","0.308",48.4,33.3,23.9,"0.205","0.251","0.265",36.8
"Honeywell, Brent",641703,"LAD","SL","Slider",2.9,4,"130",21.8,"33","0.161","0.258","0.191",14.7,6.1,5.9,"0.267","0.435","0.314",23.3
"Williamson, Brandon",682227,"CIN","FC","Cutter",0.3,0,"115",44.9,"33","0.179","0.5","0.381",15.7,12.1,14.8,"0.314","0.573","0.427",41.7
"Taillon, Jameson",592791,"CHC","CH","Changeup",-1.1,-1,"106",4.3,"33","0.273","0.576","0.356",14.8,3,9.1,"0.252","0.419","0.288",28.1
"Corbin, Patrick",571578,"WSH","FF","4-Seam Fastball",-3.1,-5,"166",5.7,"33","0.345","0.586","0.441",10.3,9.1,9.7,"0.369","0.576","0.424",40.7
"McMillon, John",669111,"MIA","SL","Slider",5.2,6,"109",60.6,"33","0.1","0.1","0.128",44.8,36.4,41.4,"0.122","0.155","0.158",10.5
"Feltner, Ryan",663372,"COL","ST","Sweeper",0.2,0,"130",5,"33","0.156","0.375","0.235",35,33.3,22.4,"0.164","0.285","0.207",23.8
"Thompson, Zack",668868,"STL","FF","4-Seam Fastball",-3,-3,"113",35.6,"32","0.346","0.654","0.461",21.2,25,24.2,"0.292","0.536","0.419",61.1
"Walker, Taijuan",592836,"PHI","FF","4-Seam Fastball",-3.9,-7,"180",12.5,"32","0.385","0.692","0.503",23.2,28.1,18,"0.363","0.606","0.468",76.5
"Brieske, Beau",689225,"DET","SL","Slider",-1.1,-2,"199",17.3,"32","0.241","0.552","0.376",27.1,21.9,12.1,"0.246","0.465","0.338",36.4
"Jackson, Jay",543351,"MIN","FF","4-Seam Fastball",2.3,3,"116",25.6,"32","0.172","0.207","0.217",21.3,37.5,28.6,"0.183","0.237","0.23",47.1
"Luzardo, Jesús",666200,"MIA","SI","Sinker",-3.2,-4,"130",12,"32","0.444","0.778","0.548",7.4,0,0,"0.413","0.753","0.528",59.3
"Barlow, Scott",605130,"CLE","SI","Sinker",1.5,2,"132",12.9,"32","0.286","0.357","0.334",19.7,6.3,8.7,"0.336","0.527","0.414",26.9
"Nance, Tommy",667297,"TOR","SI","Sinker",0.3,0,"116",36,"32","0.333","0.37","0.369",12.2,3.1,12.5,"0.36","0.528","0.428",39.3
"Jarvis, Bryce",686826,"AZ","SI","Sinker",0.2,0,"148",14.7,"32","0.286","0.5","0.358",15.6,0,0,"0.363","0.605","0.433",48.3
"Pearson, Nate",663878,"CHC","CU","Curveball",-0.4,-1,"122",11.5,"32","0.172","0.276","0.219",39.4,53.1,24.6,"0.184","0.232","0.227",38.5
"Romano, Jordan",605447,"TOR","SL","Slider",-2.6,-3,"112",52.1,"32","0.29","0.581","0.366",38.6,34.4,33.3,"0.262","0.565","0.348",42.9
"Martinez, Nick",607259,"CIN","SL","Slider",-0.8,-1,"130",6.1,"32","0.233","0.4","0.275",36.4,21.9,14.3,"0.299","0.467","0.33",33.3
"Bassitt, Chris",605135,"TOR","CH","Changeup",-3.3,-5,"151",5.1,"32","0.333","0.63","0.453",16.4,6.3,9.1,"0.239","0.487","0.366",36
"Burke, Sean",680732,"CWS","FF","4-Seam Fastball",0.6,1,"122",39.5,"32","0.172","0.448","0.297",23.9,25,22.2,"0.246","0.469","0.341",52.4
"Santillan, Tony",663574,"CIN","SL","Slider",2.1,3,"125",24.8,"32","0.129","0.129","0.191",43.4,43.8,35.9,"0.148","0.179","0.16",29.4
"Nelson, Ryne",669194,"AZ","CU","Curveball",1.8,3,"137",5.7,"32","0.138","0.207","0.178",14.8,9.4,10,"0.232","0.416","0.292",22.2
"Warren, Will",701542,"NYY","FF","4-Seam Fastball",2.4,3,"140",30.6,"32","0.074","0.222","0.211",24.6,34.4,20,"0.134","0.278","0.256",43.8
"King, John",667463,"STL","SL","Slider",-1.6,-2,"103",12,"32","0.258","0.452","0.316",28.8,25,18.2,"0.208","0.38","0.265",39.1
"White, Mitch",669952,"MIL","FF","4-Seam Fastball",-0.3,-1,"145",35.1,"32","0.259","0.481","0.352",15.6,12.5,9.5,"0.244","0.37","0.313",41.7
"Elder, Bryce",693821,"ATL","CH","Changeup",0.7,1,"115",13.3,"32","0.258","0.258","0.247",28.3,15.6,17.2,"0.236","0.27","0.238",26.9
"Marsh, Alec",679525,"KC","ST","Sweeper",-1.2,-1,"106",4.9,"32","0.2","0.433","0.292",46.4,46.9,28.8,"0.18","0.371","0.262",33.3
